순위,선수ID,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
7,63961,윤호솔,LG,2.45,4,0,0,0,0,-,3 2/3,3,0,3,0,4,1,1,1.64
9,79140,최동환,LG,3.19,45,0,0,1,1,-,42 1/3,42,1,17,3,20,18,15,1.39
10,69168,이상영,LG,3.27,6,0,1,0,0,0.000,11,12,0,8,3,4,5,4,1.82
12,50106,유영찬,LG,3.44,67,6,3,1,12,0.667,68,55,4,40,7,55,27,26,1.40
13,61145,이우찬,LG,3.52,38,1,3,0,5,0.250,38 1/3,35,1,18,2,30,15,15,1.38
14,67119,고우석,LG,3.68,44,3,8,15,0,0.273,44,38,2,22,4,59,19,18,1.36
14,76650,진해수,LG,3.68,19,0,0,0,2,-,14 2/3,18,2,10,0,12,8,6,1.91
17,69108,이지강,LG,3.97,22,2,5,0,2,0.286,68,60,4,28,9,38,45,30,1.29
18,69134,이정용,LG,4.15,37,7,2,3,1,0.778,86 2/3,100,5,19,2,50,45,40,1.37
19,50157,김윤식,LG,4.22,17,6,4,0,0,0.600,74 2/3,86,4,25,3,42,35,35,1.49
21,69159,정우영,LG,4.70,60,5,6,0,11,0.455,51 2/3,63,1,17,15,41,39,27,1.55
22,50126,이민호,LG,5.03,5,0,2,0,0,0.000,19 2/3,22,1,10,0,7,13,11,1.63
23,53139,박명근,LG,5.08,57,4,3,5,9,0.571,51 1/3,49,4,28,6,40,31,29,1.50
24,67143,손주영,LG,5.19,3,1,0,0,0,1.000,8 2/3,12,0,6,0,5,7,5,2.08
25,51143,강효종,LG,6.23,7,1,2,0,0,0.333,21 2/3,25,1,12,2,14,18,15,1.71
26,67116,오석주,LG,6.30,9,0,0,0,0,-,10,12,2,3,0,11,7,7,1.50
27,68159,성동현,LG,9.00,1,0,0,0,0,-,1,2,0,1,0,1,1,1,3.00
28,66145,김대현,LG,10.80,5,0,0,0,0,-,3 1/3,8,1,2,1,3,5,4,3.00
29,62146,최성훈,LG,15.00,5,0,0,1,0,-,3,7,0,1,0,2,5,5,2.67
30,63145,배재준,LG,18.00,1,0,0,0,0,-,1,2,0,1,0,0,2,2,3.00
31,68130,김영준,LG,27.00,1,1,0,0,0,1.000,1/3,1,0,1,0,0,1,1,6.00
1,53006,강건,KT,1.35,4,0,0,1,0,-,6 2/3,4,0,3,0,8,1,1,1.05
2,69032,쿠에바스,KT,2.60,18,12,0,0,0,1.000,114 1/3,95,4,24,2,100,33,33,1.04
3,65062,김재윤,KT,2.60,59,5,5,32,0,0.500,65 2/3,54,2,13,1,60,21,19,1.02
4,52060,박영현,KT,2.75,68,3,3,4,32,0.500,75 1/3,63,3,23,2,79,25,23,1.14
6,69041,손동현,KT,3.42,64,8,5,1,15,0.615,73 2/3,68,5,20,2,40,31,28,1.19
8,65056,엄상백,KT,3.63,20,7,6,0,0,0.538,111 2/3,100,6,29,2,89,46,45,1.16
9,53029,김정운,KT,3.86,5,0,0,0,0,-,7,6,0,6,2,3,4,3,1.71
9,66047,박세진,KT,3.86,16,0,1,0,1,0.000,11 2/3,15,1,14,0,10,8,5,2.49
11,69054,이상동,KT,3.98,36,4,1,0,1,0.800,40 2/3,45,4,15,0,43,19,18,1.48
12,78517,하준호,KT,4.15,12,0,1,0,0,0.000,13,14,0,10,5,6,9,6,1.85
13,69068,이선우,KT,4.34,22,0,2,0,0,0.000,37 1/3,47,5,9,4,24,20,18,1.50
14,69047,전용주,KT,4.35,15,0,1,0,1,0.000,10 1/3,6,0,6,1,9,5,5,1.16
15,65060,주권,KT,4.40,42,1,2,0,5,0.333,47,49,4,19,2,17,23,23,1.45
16,65516,배제성,KT,4.49,26,8,10,0,0,0.444,130 1/3,144,6,77,2,79,72,65,1.70
17,51097,김영현,KT,5.45,31,0,0,1,1,-,33,30,4,20,1,35,22,20,1.52
18,53040,슐서,KT,5.62,9,1,7,0,0,0.125,49 2/3,66,6,14,0,35,32,31,1.61
19,64047,조현우,KT,6.00,5,0,0,0,0,-,3,6,0,2,0,1,2,2,2.67
20,64768,조이현,KT,6.69,18,2,1,0,1,0.667,35,61,3,6,2,17,27,26,1.91
21,68043,김민,KT,6.83,16,1,2,0,0,0.333,29,40,3,16,4,22,26,22,1.93
22,65048,김민수,KT,6.92,14,0,1,0,3,0.000,13,17,1,5,0,4,10,10,1.69
23,68896,이채호,KT,6.93,25,0,1,0,1,0.000,24 2/3,26,6,9,3,8,19,19,1.42
24,66064,김태오,KT,7.36,5,0,0,0,0,-,7 1/3,10,0,4,0,3,6,6,1.91
25,50030,소형준,KT,11.45,3,0,0,0,0,-,11,22,1,3,3,4,14,14,2.27
1,64896,서동민,SSG,0.00,2,0,0,0,0,-,1,0,0,3,0,1,0,0,3.00
1,69803,서상준,SSG,0.00,2,0,0,0,0,-,2,1,0,5,0,3,3,0,3.00
4,64893,박민호,SSG,0.90,10,0,0,0,0,-,10,14,0,1,2,4,3,1,1.50
5,64861,이건욱,SSG,2.09,27,1,0,0,0,1.000,38 2/3,31,0,25,2,31,13,9,1.45
6,61895,서진용,SSG,2.59,69,5,4,42,0,0.556,73,63,3,49,4,64,22,21,1.53
7,53833,맥카티,SSG,3.39,24,9,5,0,0,0.643,130,124,10,45,1,116,58,49,1.30
9,73211,노경은,SSG,3.58,76,9,5,2,30,0.643,83,78,4,36,4,65,33,33,1.37
10,53825,엘리아스,SSG,3.70,22,8,6,0,0,0.571,131 1/3,140,12,33,6,93,58,54,1.32
11,68856,최민준,SSG,4.20,53,5,3,1,7,0.625,60,75,7,19,1,37,29,28,1.57
12,72523,고효준,SSG,4.50,73,4,1,0,13,0.800,58,49,3,42,3,66,31,29,1.57
13,69839,백승건,SSG,4.97,25,2,2,0,3,0.500,38,41,7,17,0,29,24,21,1.53
15,62869,문승원,SSG,5.23,50,5,8,1,9,0.385,105,138,12,35,6,65,67,61,1.65
16,53892,이로운,SSG,5.62,50,6,1,0,5,0.857,57 2/3,67,7,29,1,52,39,36,1.66
17,53898,송영진,SSG,5.70,17,3,3,0,0,0.500,47 1/3,46,3,31,2,38,35,30,1.63
18,62611,임준섭,SSG,5.79,41,0,2,0,4,0.000,32 2/3,44,1,19,1,26,25,21,1.93
19,52873,신헌민,SSG,6.00,11,0,0,0,0,-,12,19,1,6,0,8,10,8,2.08
20,60841,박종훈,SSG,6.19,18,2,6,0,0,0.250,80,77,8,60,19,56,57,55,1.71
21,68848,조성훈,SSG,6.43,2,0,1,0,0,0.000,7,10,0,4,2,4,5,5,2.00
22,52868,이기순,SSG,9.00,2,0,0,0,0,-,3,3,1,4,0,3,3,3,2.33
22,68092,한두솔,SSG,9.00,1,0,0,0,0,-,1,1,0,1,1,2,1,1,2.00
24,65058,정성곤,SSG,10.38,6,0,0,0,0,-,4 1/3,8,2,7,0,3,9,5,3.46
25,65411,김주온,SSG,81.00,1,0,0,0,0,-,1/3,2,0,1,1,1,3,3,9.00
1,65964,이우석,NC,0.00,1,0,0,0,0,-,2/3,0,0,1,0,0,0,0,1.50
1,69991,하준수,NC,0.00,1,0,0,0,0,-,1,0,0,2,0,1,0,0,2.00
4,65949,류진욱,NC,2.15,70,1,4,0,22,0.200,67,41,1,32,1,62,19,16,1.09
5,61411,심창민,NC,2.70,5,0,1,0,0,0.000,3 1/3,2,0,5,1,5,2,1,2.10
6,67954,김진호,NC,2.76,19,2,1,0,9,0.667,16 1/3,15,0,10,1,22,5,5,1.53
7,53909,태너,NC,2.92,11,5,2,0,0,0.714,64 2/3,58,6,13,1,47,26,21,1.10
8,65933,구창모,NC,2.96,11,1,3,0,0,0.250,51 2/3,38,4,16,0,56,19,17,1.05
9,68900,김영규,NC,3.06,63,2,4,0,24,0.333,61 2/3,45,2,23,1,48,22,21,1.10
10,68902,신민혁,NC,3.98,29,5,5,0,0,0.500,122,122,14,25,6,97,63,54,1.20
11,52903,조민석,NC,4.06,35,1,0,0,4,1.000,31,33,2,14,3,28,15,14,1.52
12,77211,이용찬,NC,4.13,60,4,4,29,0,0.500,61,53,5,19,3,51,28,28,1.18
13,51948,이용준,NC,4.30,24,3,4,0,0,0.429,67,60,5,44,2,50,39,32,1.55
14,67956,김태현,NC,4.43,16,1,0,0,0,1.000,20 1/3,17,4,13,1,14,13,10,1.48
15,68928,김시훈,NC,4.44,61,4,3,3,12,0.571,52 2/3,57,3,34,1,49,32,26,1.73
16,60263,이재학,NC,4.54,15,5,5,0,0,0.500,67 1/3,55,6,33,5,43,36,34,1.31
17,68639,하준영,NC,4.59,57,1,0,0,2,1.000,49,52,4,19,2,49,25,25,1.45
18,51994,한재승,NC,4.66,11,0,1,0,0,0.000,9 2/3,9,2,5,0,10,5,5,1.45
19,63959,임정호,NC,4.68,65,4,4,0,15,0.500,50,51,3,17,4,49,30,26,1.36
20,69969,전사민,NC,4.76,9,0,2,1,0,0.000,17,17,1,14,2,6,10,9,1.82
21,69962,송명기,NC,4.83,35,4,9,0,0,0.308,104 1/3,106,12,47,11,65,64,56,1.47
22,53996,이준호,NC,4.83,17,3,2,0,0,0.600,31 2/3,32,3,15,4,19,22,17,1.48
23,66920,최성영,NC,4.86,18,5,4,0,0,0.556,66 2/3,77,6,32,5,38,37,36,1.64
24,69974,배민서,NC,6.75,6,0,0,0,0,-,6 2/3,10,0,2,1,4,8,5,1.80
25,50995,정구범,NC,7.82,4,0,1,0,0,0.000,12 2/3,16,3,12,0,6,11,11,2.21
26,65241,채원후,NC,8.10,3,0,0,0,0,-,3 1/3,4,0,4,0,2,3,3,2.40
27,52902,임지민,NC,13.50,2,0,0,0,0,-,1 1/3,2,0,4,0,3,2,2,4.50
1,53298,백승우,두산,0.00,6,0,0,0,0,-,4,3,0,3,1,1,0,0,1.50
1,64805,이승진,두산,0.00,1,0,0,0,0,-,2/3,1,0,1,1,1,4,0,3.00
3,52257,브랜든,두산,2.49,18,11,3,0,0,0.786,104 2/3,80,4,30,12,100,34,29,1.05
5,68220,곽빈,두산,2.90,23,12,7,0,0,0.632,127 1/3,96,7,58,5,106,44,41,1.21
6,61643,홍건희,두산,3.06,64,1,5,22,5,0.167,61 2/3,67,4,24,0,62,28,21,1.48
7,67266,박치국,두산,3.59,62,5,3,2,11,0.625,52 2/3,54,3,21,5,48,22,21,1.42
8,67246,김명신,두산,3.65,70,3,3,1,24,0.500,79,72,3,27,6,65,34,32,1.25
9,68242,정철원,두산,3.96,67,7,6,13,11,0.538,72 2/3,66,8,32,2,55,36,32,1.35
10,51264,최승용,두산,3.97,34,3,6,1,0,0.333,111,116,9,34,4,82,54,49,1.35
11,51230,김동주,두산,4.14,18,3,6,0,0,0.333,78 1/3,73,5,35,4,59,37,36,1.38
12,65639,박정수,두산,4.17,25,1,0,1,0,1.000,36 2/3,37,1,18,6,28,22,17,1.50
13,77263,김강률,두산,4.21,32,1,0,1,7,1.000,25 2/3,23,2,12,2,21,14,12,1.36
14,68200,김민규,두산,4.32,6,0,0,0,0,-,8 1/3,6,0,4,2,5,5,4,1.20
15,52204,이병헌,두산,4.67,36,0,0,0,5,-,27,25,2,22,1,28,16,14,1.74
16,67263,최원준,두산,4.93,26,3,10,0,0,0.231,107 2/3,119,11,28,12,71,60,59,1.37
17,74513,장원준,두산,5.27,11,3,5,0,0,0.375,41,53,4,11,2,24,27,24,1.56
18,52206,최지강,두산,5.32,25,2,1,0,2,0.667,22,16,0,20,1,14,13,13,1.64
19,66291,이영하,두산,5.49,36,5,3,0,4,0.625,39 1/3,40,2,21,4,28,27,24,1.55
20,68249,박신지,두산,5.54,15,0,0,0,0,-,26,39,1,11,3,15,16,16,1.92
21,66201,고봉재,두산,6.35,10,0,0,0,0,-,11 1/3,12,0,7,1,7,8,8,1.68
22,62951,이형범,두산,6.51,23,1,0,0,1,1.000,27 2/3,40,2,12,3,13,23,20,1.88
23,53233,딜런,두산,8.00,2,0,1,0,0,0.000,9,10,2,5,0,2,9,8,1.67
24,68830,김정우,두산,9.45,7,0,0,0,0,-,6 2/3,11,1,7,0,6,7,7,2.70
25,53262,김유성,두산,9.95,7,0,0,0,0,-,6 1/3,6,2,12,0,6,7,7,2.84
26,68269,김호준,두산,12.00,3,0,0,0,0,-,3,3,1,4,0,2,4,4,2.33
27,50211,제환유,두산,13.50,1,0,0,0,0,-,2,3,0,4,0,2,4,3,3.50
28,52295,이원재,두산,27.00,1,0,0,0,0,-,1,3,0,3,0,0,3,3,6.00
1,67640,유승철,KIA,0.00,1,0,0,0,0,-,1,0,0,1,0,0,0,0,1.00
2,52639,최지민,KIA,2.12,58,6,3,3,12,0.667,59 1/3,45,4,26,4,44,17,14,1.20
3,66609,전상현,KIA,2.15,64,8,3,1,13,0.727,58 2/3,50,1,26,1,50,20,14,1.30
4,50662,정해영,KIA,2.92,52,3,4,23,1,0.429,49 1/3,53,3,20,1,30,18,16,1.48
5,62754,임기영,KIA,2.96,64,4,4,3,16,0.500,82,56,6,19,6,57,29,27,0.91
6,65665,이준영,KIA,3.21,64,1,0,0,10,1.000,33 2/3,26,0,23,2,30,12,12,1.46
8,53664,앤더슨,KIA,3.76,14,4,7,0,0,0.364,79,76,6,26,2,64,42,33,1.29
9,68619,윤중현,KIA,3.86,31,2,1,0,0,0.667,28,29,2,10,1,8,13,12,1.39
10,51648,이의리,KIA,3.96,28,11,7,0,0,0.611,131 2/3,103,4,93,8,156,64,58,1.49
11,53613,윤영철,KIA,4.04,25,8,7,0,0,0.533,122 2/3,124,10,48,1,74,59,55,1.40
12,63950,장현식,KIA,4.06,56,2,2,3,5,0.500,51,58,6,26,1,44,26,23,1.65
13,66492,김승현,KIA,4.26,10,0,0,0,0,-,12 2/3,11,1,10,1,7,6,6,1.66
13,52606,파노니,KIA,4.26,16,6,3,0,0,0.667,82 1/3,86,6,23,2,66,41,39,1.32
15,63638,박준표,KIA,4.50,33,1,0,0,3,1.000,28,28,3,9,0,13,16,14,1.32
16,69620,김기훈,KIA,4.60,29,2,0,0,0,1.000,31 1/3,28,0,37,2,26,22,16,2.07
17,60337,김대유,KIA,5.11,41,0,2,0,4,0.000,24 2/3,26,2,8,6,20,15,14,1.38
18,68659,김유신,KIA,5.64,27,0,1,0,2,0.000,30 1/3,34,2,19,3,12,19,19,1.75
19,53665,산체스,KIA,5.94,12,4,4,0,0,0.500,63 2/3,79,7,15,4,59,46,42,1.48
20,53645,메디나,KIA,6.05,12,2,6,0,0,0.250,58,64,6,29,9,36,42,39,1.60
21,52641,황동하,KIA,6.61,13,0,3,0,0,0.000,31 1/3,35,5,21,1,19,25,23,1.79
22,76225,김건국,KIA,6.75,6,0,1,0,0,0.000,16,18,0,4,1,9,12,12,1.38
23,53609,곽도규,KIA,8.49,14,0,0,0,0,-,11 2/3,14,0,10,2,14,11,11,2.06
24,64580,김재열,KIA,13.11,9,0,0,0,0,-,11 2/3,20,2,13,0,9,17,17,2.83
1,67768,김태욱,롯데,0.00,1,0,0,0,0,-,1,0,0,0,0,0,0,0,0.00
1,69507,박영완,롯데,0.00,1,0,0,0,0,-,1,0,0,1,0,1,0,0,1.00
1,53560,석상호,롯데,0.00,5,0,0,0,0,-,5 1/3,4,0,2,0,6,0,0,1.13
1,52530,이민석,롯데,0.00,1,0,0,0,0,-,1 1/3,0,0,1,0,1,0,0,0.75
5,51586,김창훈,롯데,2.08,3,0,0,0,0,-,4 1/3,5,0,1,0,1,1,1,1.38
6,53546,윌커슨,롯데,2.26,13,7,2,0,0,0.778,79 2/3,67,3,20,2,81,28,20,1.09
7,50556,최준용,롯데,2.45,47,2,3,0,14,0.400,47 2/3,50,2,18,1,40,15,13,1.43
8,62528,김원중,롯데,2.97,63,5,6,30,0,0.455,63 2/3,51,2,25,5,82,24,21,1.19
9,65522,김강현,롯데,3.00,2,0,0,0,0,-,3,1,0,2,1,0,1,1,1.00
10,76430,김태혁,롯데,3.12,67,4,2,1,18,0.667,52,45,1,21,3,36,22,18,1.27
12,53562,이진하,롯데,3.38,9,0,0,0,0,-,8,4,0,3,1,2,3,3,0.88
14,64017,심재민,롯데,3.78,33,3,1,0,6,0.750,47 2/3,57,2,18,1,29,23,20,1.57
15,67539,나균안,롯데,3.80,23,6,8,0,0,0.429,130 1/3,140,8,42,5,114,61,55,1.40
16,63543,구승민,롯데,3.96,67,2,6,3,22,0.250,63 2/3,65,4,29,5,66,32,28,1.48
17,50558,스트레일리,롯데,4.37,16,3,5,0,0,0.375,80 1/3,82,6,37,10,70,43,39,1.48
18,68585,김도규,롯데,4.55,36,0,3,1,1,0.000,29 2/3,29,1,13,1,26,16,15,1.42
19,60140,신정락,롯데,4.66,34,4,0,0,1,1.000,29,32,4,11,3,28,15,15,1.48
20,68556,정성종,롯데,5.32,12,0,1,0,1,0.000,22,21,1,15,1,10,14,13,1.64
21,62363,한현희,롯데,5.45,38,6,12,0,3,0.333,104,123,11,44,11,74,69,63,1.61
22,52558,진승현,롯데,5.86,24,2,2,0,1,0.500,27 2/3,34,2,16,0,25,20,18,1.81
23,51526,우강훈,롯데,6.00,3,0,0,0,0,-,6,6,0,4,1,5,5,4,1.67
24,51516,김진욱,롯데,6.44,50,2,1,0,8,0.667,36 1/3,37,4,29,2,35,27,26,1.82
25,64565,이인복,롯데,6.48,10,1,4,0,0,0.200,33 1/3,54,3,10,5,15,32,24,1.92
26,62242,윤명준,롯데,6.52,21,0,1,0,5,0.000,19 1/3,31,4,10,4,11,14,14,2.12
27,68036,최이준,롯데,6.83,28,1,0,0,1,1.000,29,37,1,21,0,20,22,22,2.00
28,69594,박진,롯데,9.00,4,0,0,0,0,-,5,7,1,7,0,2,5,5,2.80
29,64718,최설우,롯데,9.90,8,0,1,0,0,0.000,10,15,0,7,1,7,14,11,2.20
30,53596,장세진,롯데,13.50,2,0,0,0,0,-,1 1/3,2,1,2,0,1,2,2,3.00
31,53594,이태연,롯데,15.88,15,0,0,0,1,-,5 2/3,12,1,9,0,4,10,10,3.71
32,65643,문경찬,롯데,27.00,2,0,1,0,0,0.000,2,6,3,0,0,2,6,6,3.00
33,67454,나원탁,롯데,40.50,1,0,0,0,0,-,2/3,3,1,1,0,1,3,3,6.00
1,50430,홍원표,삼성,2.45,3,0,0,0,0,-,3 2/3,2,0,2,0,1,1,1,1.09
3,53455,이호성,삼성,2.65,5,1,0,0,0,1.000,17,11,1,10,0,11,5,5,1.24
5,53469,박권후,삼성,3.38,4,0,0,0,0,-,2 2/3,4,1,1,0,0,2,1,1.88
5,51460,이재희,삼성,3.38,2,0,0,0,0,-,8,4,1,5,0,5,3,3,1.13
7,75421,오승환,삼성,3.45,58,4,5,30,2,0.444,62 2/3,57,9,15,2,44,26,24,1.15
8,60146,이승현,삼성,3.60,60,4,4,0,14,0.500,60,68,5,15,0,42,29,24,1.38
9,77446,백정현,삼성,3.67,18,7,5,0,0,0.583,100 2/3,100,6,30,0,61,44,41,1.29
10,52457,수아레즈,삼성,3.92,19,4,7,0,0,0.364,108,129,3,32,2,88,54,47,1.49
11,63492,이재익,삼성,3.95,51,1,3,0,11,0.250,41,46,3,17,0,26,19,18,1.54
12,67419,문용익,삼성,4.15,14,1,0,0,0,1.000,13,8,0,12,2,12,6,6,1.54
13,61365,김대우,삼성,4.50,44,0,2,0,4,0.000,64,66,7,22,3,49,37,32,1.38
14,53927,와이드너,삼성,4.54,21,7,5,0,0,0.583,115,112,7,40,6,99,65,58,1.32
15,73117,우규민,삼성,4.81,56,3,1,0,13,0.750,43,55,3,5,3,28,25,23,1.40
16,66451,최충연,삼성,4.82,7,0,0,0,0,-,9 1/3,10,3,7,3,8,8,5,1.82
17,51454,이승현,삼성,4.98,48,1,5,5,7,0.167,43 1/3,41,6,29,2,37,26,24,1.62
18,67421,최지광,삼성,5.19,22,2,0,0,1,1.000,17 1/3,17,4,9,1,18,10,10,1.50
19,68419,최지명,삼성,6.68,15,1,7,0,0,0.125,63 1/3,90,9,16,3,33,52,47,1.67
20,52460,김서준,삼성,7.04,8,0,1,0,1,0.000,7 2/3,9,0,6,2,2,6,6,1.96
21,62360,김태훈,삼성,7.11,71,6,7,3,11,0.462,63 1/3,74,8,43,3,40,54,50,1.85
21,50441,황동재,삼성,7.11,7,0,5,0,0,0.000,31 2/3,40,6,21,2,27,27,25,1.93
23,62920,노건우,삼성,7.30,16,0,1,0,1,0.000,12 1/3,22,3,5,1,12,11,10,2.19
24,65496,홍정우,삼성,7.50,36,2,3,0,3,0.400,36,36,5,21,3,22,31,30,1.58
25,77927,장필준,삼성,7.91,17,1,1,0,1,0.500,19 1/3,28,2,12,2,11,17,17,2.07
26,63960,이상민,삼성,8.50,23,2,1,0,1,0.667,18,32,2,3,0,17,17,17,1.94
27,68415,양창섭,삼성,9.10,15,0,3,0,2,0.000,28 2/3,45,7,16,1,12,29,29,2.13
28,50449,허윤동,삼성,10.13,7,0,1,0,0,0.000,10 2/3,16,0,12,0,8,12,12,2.63
29,67467,김시현,삼성,12.00,2,0,0,0,0,-,3,6,2,2,0,2,5,4,2.67
30,68501,최하늘,삼성,19.89,3,0,2,0,0,0.000,6 1/3,14,2,5,2,3,14,14,3.00
31,65844,박세웅,삼성,27.00,2,0,0,0,0,-,2/3,1,1,3,0,1,2,2,6.00
1,65707,주현상,한화,1.96,55,2,2,0,12,0.500,59 2/3,35,2,15,3,45,13,13,0.84
2,63464,윤대경,한화,2.45,47,5,1,0,2,0.833,47 2/3,36,4,19,6,28,18,13,1.15
3,65616,이민우,한화,2.63,17,2,1,0,2,0.667,13 2/3,8,2,6,0,11,6,4,1.02
4,51713,김규연,한화,2.75,23,0,1,1,0,0.000,19 2/3,16,0,10,2,20,7,6,1.32
5,60768,이태양,한화,3.23,50,3,3,0,2,0.500,100 1/3,100,7,21,3,72,44,36,1.21
6,77318,장시환,한화,3.38,39,2,2,1,7,0.500,34 2/3,32,1,21,4,24,13,13,1.53
8,67703,박상원,한화,3.65,55,5,3,16,0,0.625,61 2/3,63,2,29,3,57,35,25,1.49
9,52701,문동주,한화,3.72,23,8,8,0,0,0.500,118 2/3,113,6,42,4,95,52,49,1.31
10,53714,산체스,한화,3.79,24,7,8,0,0,0.467,126,136,13,28,6,99,62,53,1.30
11,50726,한승주,한화,3.95,47,1,4,0,2,0.200,70 2/3,81,6,31,4,55,34,31,1.58
12,65769,김범수,한화,4.19,76,5,5,1,18,0.500,62 1/3,64,3,33,3,52,33,29,1.56
13,63103,류원석,한화,4.50,1,0,0,0,0,-,2,1,0,0,1,1,1,1,0.50
14,51715,김기중,한화,4.63,37,1,3,0,1,0.250,56 1/3,58,4,29,9,46,33,29,1.54
15,79764,장민재,한화,4.83,25,3,8,0,1,0.273,69,79,12,22,5,61,46,37,1.46
16,74857,정우람,한화,5.36,52,0,1,0,8,0.000,40 1/3,45,3,17,2,30,24,24,1.54
17,69213,윤산흠,한화,6.00,5,0,0,0,0,-,3,3,0,6,0,3,2,2,3.00
18,50705,강재민,한화,6.44,43,1,3,0,12,0.250,43 1/3,35,5,19,8,42,31,31,1.25
19,61666,한승혁,한화,6.44,21,0,3,0,1,0.000,36 1/3,48,3,21,3,28,27,26,1.90
20,50720,남지민,한화,6.45,16,1,7,0,0,0.125,37 2/3,54,0,13,6,23,31,27,1.78
21,53734,스미스,한화,6.75,1,0,0,0,0,-,2 2/3,3,0,0,1,2,2,2,1.13
22,65764,김민우,한화,6.97,12,1,6,0,0,0.143,51 2/3,65,6,28,2,43,43,40,1.80
23,53754,김서현,한화,7.25,20,0,0,1,0,-,22 1/3,22,1,23,7,26,20,18,2.01
24,61156,송윤준,한화,8.31,4,0,0,0,0,-,4 1/3,4,0,2,0,3,4,4,1.38
25,63749,이충호,한화,9.35,11,0,0,0,0,-,8 2/3,12,2,5,1,7,9,9,1.96
26,66741,김재영,한화,10.13,6,0,0,0,0,-,8,13,2,2,2,5,9,9,1.88
27,64029,류희운,한화,11.25,3,0,0,0,0,-,4,6,1,2,0,4,5,5,2.00
28,69645,장유호,한화,18.00,1,0,0,0,0,-,2,4,0,2,0,0,5,4,3.00
29,52731,박준영,한화,18.69,4,0,0,0,0,-,4 1/3,2,0,8,0,7,9,9,2.31
30,69762,박윤철,한화,21.60,3,0,0,0,0,-,3 1/3,5,2,5,0,1,8,8,3.00
1,69360,조영건,키움,0.00,6,0,0,0,1,-,7 2/3,5,0,2,0,7,0,0,0.91
2,69399,윤정현,키움,1.50,5,0,0,0,0,-,6,5,0,6,0,2,2,1,1.83
4,78352,임창민,키움,2.51,51,2,2,26,1,0.500,46 2/3,51,3,17,2,40,16,13,1.46
6,66305,박승주,키움,3.50,18,0,3,0,0,0.000,18,19,2,13,2,15,11,7,1.78
7,51301,김성진,키움,3.64,55,3,3,0,7,0.500,47,44,5,25,1,38,19,19,1.47
8,67391,김재웅,키움,4.22,67,2,3,6,18,0.400,59 2/3,56,2,24,0,46,29,28,1.34
9,69343,요키시,키움,4.39,12,5,3,0,0,0.625,65 2/3,82,3,14,3,51,37,32,1.46
10,60336,문성현,키움,4.45,32,2,2,0,2,0.500,28 1/3,26,2,20,2,21,16,14,1.62
11,52395,윤석원,키움,4.50,21,2,0,0,2,1.000,24,29,2,8,0,8,17,12,1.54
