순위,선수ID,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA
22,69102,문보경,LG,0.301,144,602,519,80,156,35,3,22,263,101,3,13,65,3,2,112,14,0.507,0.372,0.879,40,0.292,0.000
23,63963,권희동,NC,0.300,123,511,416,66,125,22,1,13,188,77,2,6,77,1,10,63,10,0.452,0.417,0.869,31,0.391,1.000
24,79608,안치홍,한화,0.300,128,533,473,64,142,21,0,13,202,66,1,4,49,1,6,70,10,0.427,0.370,0.797,44,0.317,1.000
25,65207,신민재,LG,0.297,128,474,387,78,115,11,6,0,138,40,15,3,64,1,5,47,7,0.357,0.401,0.758,32,0.306,0.333
26,76290,김현수,LG,0.294,137,583,517,61,152,36,2,8,216,69,1,9,47,1,9,76,10,0.418,0.357,0.775,44,0.257,0.250
27,52591,윤동희,롯데,0.293,141,613,532,97,156,35,4,14,241,85,2,5,67,1,7,114,10,0.453,0.376,0.829,43,0.319,0.250
28,78513,전준우,롯데,0.293,109,483,423,57,124,26,2,17,205,82,1,5,49,0,5,84,11,0.485,0.369,0.854,37,0.243,0.000
29,66606,최원준,KIA,0.292,136,508,438,75,128,23,3,9,184,56,7,5,50,0,8,66,6,0.420,0.371,0.791,37,0.301,0.286
30,75847,최정,SSG,0.291,129,550,468,93,136,27,2,37,278,107,0,7,55,1,20,114,10,0.594,0.384,0.978,39,0.284,0.000
31,66704,김태연,한화,0.291,126,472,413,59,120,24,0,12,180,61,6,4,45,0,4,89,9,0.436,0.363,0.799,33,0.295,0.000
32,68050,강백호,KT,0.289,144,614,550,92,159,27,0,26,264,96,0,2,59,4,3,127,6,0.480,0.360,0.840,43,0.280,0.250
33,63260,이우성,KIA,0.288,112,449,399,56,115,16,1,9,160,54,0,3,44,0,3,89,17,0.401,0.361,0.762,27,0.266,1.000
34,69995,서호철,NC,0.285,141,567,512,68,146,19,3,10,201,61,6,3,30,0,16,101,15,0.393,0.342,0.735,38,0.243,0.000
35,79231,정수빈,두산,0.284,136,608,510,95,145,21,3,4,184,47,10,8,71,1,9,72,8,0.361,0.376,0.737,42,0.248,0.000
36,78224,김재환,두산,0.283,136,552,474,78,134,28,0,29,249,92,0,9,63,3,6,168,8,0.525,0.368,0.893,30,0.259,0.667
37,63123,강승호,두산,0.280,140,566,521,81,146,34,7,18,248,81,2,4,32,4,7,158,8,0.476,0.328,0.804,39,0.290,0.200
38,72443,최형우,KIA,0.280,116,487,425,67,119,23,2,22,212,109,0,5,52,4,5,86,5,0.499,0.361,0.860,34,0.331,0.400
39,50854,최지훈,SSG,0.275,125,543,483,89,133,22,7,11,202,49,6,2,50,0,2,71,5,0.418,0.345,0.763,39,0.245,0.200
40,64166,배정대,KT,0.275,113,473,404,49,111,25,1,7,159,59,8,7,50,1,4,114,5,0.394,0.355,0.749,30,0.302,1.000
41,54730,페라자,한화,0.275,122,522,455,75,125,24,0,24,221,70,0,2,63,5,2,129,6,0.486,0.364,0.850,34,0.308,0.286
42,79365,박동원,LG,0.272,130,498,434,58,118,22,0,20,200,80,2,7,55,2,0,112,14,0.461,0.349,0.810,25,0.270,0.500
43,69737,노시환,한화,0.272,136,601,526,88,143,20,2,24,239,89,0,4,60,9,11,129,10,0.454,0.356,0.810,35,0.314,0.000
44,79192,채은성,한화,0.271,124,498,436,61,118,24,0,20,202,83,0,5,49,1,8,83,12,0.463,0.351,0.814,29,0.270,0.000
45,78548,장성우,KT,0.268,131,489,418,53,112,19,0,19,188,81,2,8,60,1,1,86,8,0.450,0.355,0.805,30,0.271,0.133
46,50167,이주형,키움,0.266,115,537,473,82,126,19,3,13,190,60,0,1,49,1,14,119,4,0.402,0.352,0.754,36,0.267,0.000
47,62415,박해민,LG,0.263,144,553,482,72,127,16,6,6,173,56,5,9,46,0,11,101,3,0.359,0.336,0.695,35,0.233,0.250
48,62802,박승욱,롯데,0.262,139,468,405,57,106,19,1,7,148,53,3,3,47,3,10,120,7,0.365,0.351,0.716,27,0.246,0.000
49,52415,이재현,삼성,0.260,109,458,389,71,101,18,1,14,163,66,0,3,58,1,8,83,8,0.419,0.365,0.784,27,0.330,0.250
50,76313,황재균,KT,0.260,137,536,493,60,128,22,0,13,189,58,5,2,34,0,2,95,16,0.383,0.309,0.692,34,0.238,0.200
51,51344,김휘집,NC,0.258,140,562,488,78,126,24,1,16,200,73,4,8,52,1,10,119,16,0.410,0.337,0.747,33,0.282,0.000
52,76267,최주환,키움,0.257,130,544,482,49,124,23,1,13,188,84,0,9,47,2,6,92,12,0.390,0.325,0.715,36,0.308,0.000
53,52430,김영웅,삼성,0.252,126,509,456,65,115,16,3,28,221,79,1,4,45,0,3,155,2,0.485,0.321,0.806,26,0.310,0.167
54,51907,김주원,NC,0.252,134,475,385,61,97,18,2,9,146,49,9,5,51,1,25,111,5,0.379,0.371,0.750,26,0.243,0.000
55,64153,양석환,두산,0.246,142,593,533,83,131,25,1,34,260,107,1,3,49,1,7,128,15,0.488,0.316,0.804,34,0.286,0.667
56,62895,한유섬,SSG,0.235,132,523,464,64,109,29,0,24,210,87,1,3,46,3,9,142,2,0.453,0.314,0.767,28,0.260,0.167
1,52667,윤도현,KIA,0.407,6,27,27,5,11,2,0,1,16,8,0,0,0,0,0,9,0,0.593,0.407,1.000,5,0.500,0.000
2,54614,김두현,KIA,0.400,3,6,5,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0.400,0.500,0.900,0,0.000,0.000
5,78168,서건창,KIA,0.310,94,248,203,40,63,14,1,1,82,26,3,3,36,0,3,31,2,0.404,0.416,0.820,11,0.344,0.346
7,67609,박정우,KIA,0.308,66,69,65,17,20,3,1,0,25,11,0,0,4,0,0,14,3,0.385,0.348,0.733,3,0.421,0.500
9,68646,한준수,KIA,0.307,115,316,287,39,88,22,0,7,131,41,0,6,21,1,2,48,7,0.456,0.351,0.807,16,0.267,0.313
10,69727,변우혁,KIA,0.304,69,187,168,22,51,9,2,5,79,21,0,1,16,0,2,48,8,0.470,0.369,0.839,14,0.298,0.250
11,50600,홍종표,KIA,0.295,100,115,105,27,31,4,3,0,41,11,3,0,6,0,1,31,0,0.390,0.339,0.729,5,0.303,0.286
13,62947,나성범,KIA,0.291,102,424,374,51,109,17,1,21,191,80,0,7,38,1,4,98,8,0.511,0.357,0.868,33,0.299,0.333
15,69636,오선우,KIA,0.286,3,7,7,0,2,0,0,0,2,1,0,0,0,0,0,3,0,0.286,0.286,0.572,0,0.500,0.000
15,65610,황대인,KIA,0.286,3,7,7,1,2,1,0,0,3,3,0,0,0,0,0,1,0,0.429,0.286,0.715,1,0.333,0.000
18,50657,박민,KIA,0.276,16,30,29,5,8,4,0,0,12,2,0,0,1,0,0,7,0,0.414,0.300,0.714,2,0.300,1.000
19,63722,한승택,KIA,0.273,20,15,11,2,3,0,0,0,3,2,0,0,4,0,0,1,0,0.273,0.467,0.740,0,0.250,0.500
20,78122,김태군,KIA,0.264,105,270,235,24,62,7,0,7,90,34,11,1,12,0,11,24,14,0.383,0.328,0.711,14,0.221,0.250
21,64560,이창진,KIA,0.262,103,247,191,36,50,10,0,1,63,18,5,4,45,0,2,36,6,0.330,0.401,0.731,11,0.204,0.333
22,61353,고종욱,KIA,0.250,28,36,32,3,8,2,0,1,13,4,0,0,4,0,0,6,2,0.406,0.333,0.739,0,0.167,0.333
22,66614,김규성,KIA,0.250,27,15,12,5,3,1,0,0,4,2,1,0,2,0,0,4,0,0.333,0.357,0.690,0,0.500,1.000
24,68330,예진원,KIA,0.211,22,21,19,2,4,1,0,0,5,0,0,0,2,0,0,8,1,0.263,0.286,0.549,0,0.000,0.000
25,65464,최정용,KIA,0.182,6,12,11,0,2,0,0,0,2,1,0,0,1,0,0,4,1,0.182,0.250,0.432,0,0.000,0.000
26,65653,김호령,KIA,0.136,64,67,59,12,8,2,0,1,13,4,0,0,8,0,0,25,1,0.220,0.239,0.459,0,0.167,0.400
2,54444,카디네스,삼성,0.333,7,25,24,2,8,2,0,2,16,5,0,0,1,0,0,6,1,0.667,0.360,1.027,3,0.429,0.000
5,61404,김헌곤,삼성,0.302,117,311,281,43,85,8,1,9,122,34,4,1,22,0,3,50,5,0.434,0.358,0.792,19,0.299,0.333
6,54424,맥키넌,삼성,0.294,72,315,272,28,80,13,0,4,105,36,0,3,39,3,1,33,6,0.386,0.381,0.767,24,0.270,0.000
7,68463,윤정빈,삼성,0.286,69,188,161,26,46,4,1,7,73,20,0,2,22,0,3,47,1,0.453,0.378,0.831,14,0.189,0.250
8,54400,디아즈,삼성,0.282,29,118,110,14,31,5,0,7,57,19,0,0,6,0,2,25,2,0.518,0.331,0.849,8,0.188,0.000
10,62234,류지혁,삼성,0.258,100,348,302,43,78,9,1,3,98,36,5,2,33,0,6,70,7,0.325,0.341,0.666,21,0.279,0.143
12,64793,김민수,삼성,0.250,9,8,8,1,2,0,0,1,5,3,0,0,0,0,0,1,0,0.625,0.250,0.875,0,1.000,0.000
13,69428,이병헌,삼성,0.248,95,166,145,9,36,4,0,1,43,9,2,0,17,0,2,48,0,0.297,0.335,0.632,9,0.176,0.200
14,67449,김성윤,삼성,0.243,32,89,74,15,18,4,0,0,22,6,3,2,9,0,1,16,1,0.297,0.326,0.623,4,0.286,0.333
15,66409,이성규,삼성,0.242,122,355,302,56,73,10,1,22,151,57,4,3,31,0,15,109,5,0.500,0.339,0.839,15,0.284,0.174
16,53400,김재상,삼성,0.238,35,91,84,13,20,4,0,2,30,12,1,1,5,0,0,23,0,0.357,0.278,0.635,4,0.222,0.250
17,75125,박병호,삼성,0.231,120,406,350,52,81,7,0,23,157,70,0,2,47,0,7,121,13,0.449,0.333,0.782,16,0.255,0.267
18,65586,전병우,삼성,0.225,58,128,111,17,25,5,0,5,45,14,0,2,14,0,1,42,3,0.405,0.313,0.718,3,0.222,0.167
19,51417,김현준,삼성,0.224,79,205,183,23,41,10,1,0,53,11,4,3,11,0,4,49,4,0.290,0.279,0.569,8,0.225,0.300
20,66406,안주형,삼성,0.218,82,166,142,24,31,2,0,0,33,8,12,0,11,0,1,39,3,0.232,0.279,0.511,4,0.231,0.000
21,65132,김재성,삼성,0.200,10,23,20,3,4,1,0,0,5,1,0,0,3,0,0,5,1,0.250,0.304,0.554,1,0.333,0.000
21,65040,김태훈,삼성,0.200,12,21,20,2,4,1,0,0,5,1,0,0,0,0,1,3,1,0.250,0.238,0.488,1,0.200,0.286
23,51407,이창용,삼성,0.190,9,21,21,1,4,1,0,0,5,2,0,0,0,0,0,4,0,0.238,0.190,0.428,0,0.125,0.500
24,52424,김재혁,삼성,0.184,35,54,49,6,9,2,1,0,13,6,0,2,3,0,0,19,2,0.265,0.222,0.487,2,0.095,0.167
25,54408,양도근,삼성,0.174,16,29,23,5,4,0,1,0,6,2,1,0,5,0,0,8,0,0.261,0.321,0.582,1,0.000,0.000
26,66838,김동엽,삼성,0.111,8,21,18,1,2,1,0,0,3,2,0,1,1,1,1,5,0,0.167,0.190,0.357,1,0.000,0.000
27,51403,김동진,삼성,0.108,30,42,37,5,4,0,0,1,7,2,2,0,3,0,0,10,1,0.189,0.175,0.364,0,0.333,0.250
28,64610,강한울,삼성,0.095,18,25,21,1,2,0,0,0,2,1,3,1,0,0,0,6,1,0.095,0.091,0.186,0,0.167,0.000
29,68407,공민규,삼성,0.071,12,17,14,1,1,0,0,1,4,2,0,0,1,0,2,9,1,0.286,0.235,0.521,0,0.000,0.000
30,54460,김호진,삼성,0.069,26,32,29,4,2,0,0,0,2,3,0,1,1,0,1,11,1,0.069,0.125,0.194,0,0.125,0.000
31,69442,김도환,삼성,0.000,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
31,53404,류승민,삼성,0.000,5,3,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0.000,0.667,0.667,0,0.000,0.000
31,69403,양우현,삼성,0.000,7,15,13,0,0,0,0,0,0,1,1,0,1,0,0,6,1,0.000,0.071,0.071,0,0.000,0.000
1,52154,이주헌,LG,0.667,3,6,6,0,4,2,0,0,6,3,0,0,0,0,0,2,0,1.000,0.667,1.667,1,1.000,0.000
2,54164,김대원,LG,0.500,19,4,4,5,2,0,0,0,2,0,0,0,0,0,0,1,0,0.500,0.500,1.000,0,0.000,0.667
4,54112,최명경,LG,0.333,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.333,0.333,0.666,0,0.000,0.000
6,68119,문성주,LG,0.315,96,361,305,47,96,16,2,0,116,48,1,3,49,0,3,38,4,0.380,0.411,0.791,24,0.378,0.400
11,52103,최원영,LG,0.270,57,41,37,18,10,2,0,1,15,5,0,0,1,0,3,7,0,0.405,0.341,0.746,0,0.214,0.333
12,69105,김성진,LG,0.267,14,16,15,1,4,0,0,1,7,2,0,0,1,0,0,4,1,0.467,0.313,0.780,1,0.000,0.333
14,69100,구본혁,LG,0.257,133,389,339,48,87,14,2,2,111,43,4,4,38,0,4,51,7,0.327,0.335,0.662,15,0.272,0.500
15,79109,오지환,LG,0.254,108,428,370,67,94,24,2,10,152,59,2,1,51,0,4,106,8,0.411,0.350,0.761,24,0.243,0.000
16,53144,김범석,LG,0.241,70,180,162,14,39,4,0,6,61,24,0,2,14,2,2,49,4,0.377,0.306,0.683,7,0.194,0.125
17,51100,이영빈,LG,0.222,31,71,63,11,14,2,0,2,22,12,2,2,4,0,0,20,0,0.349,0.261,0.610,3,0.235,0.286
18,54166,김현종,LG,0.200,17,16,15,8,3,1,0,0,4,2,0,0,0,0,1,4,0,0.267,0.250,0.517,0,0.400,0.333
19,65115,안익훈,LG,0.184,37,56,49,8,9,1,0,0,10,3,2,1,4,0,0,13,2,0.204,0.241,0.445,0,0.071,0.111
20,66162,김주성,LG,0.167,12,9,6,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0.167,0.444,0.611,0,0.000,0.000
21,67504,김정율,LG,0.150,19,22,20,1,3,0,0,0,3,0,0,0,1,0,1,4,1,0.150,0.227,0.377,0,0.000,0.000
22,50108,함창건,LG,0.143,15,17,14,3,2,0,0,0,2,0,1,0,2,0,0,3,1,0.143,0.250,0.393,0,0.000,0.333
23,77243,허도환,LG,0.138,59,105,80,10,11,2,0,0,13,11,5,1,9,0,10,26,4,0.163,0.300,0.463,2,0.269,0.000
24,65905,최승민,LG,0.077,57,16,13,20,1,0,0,0,1,1,1,0,2,0,0,3,0,0.077,0.200,0.277,0,0.000,0.000
25,68110,송찬의,LG,0.067,10,21,15,2,1,0,0,0,1,1,1,1,3,0,1,6,0,0.067,0.250,0.317,0,0.000,0.000
26,52105,김성우,LG,0.000,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.000,0.000,0.000,0,0.000,0.000
26,50115,김수인,LG,0.000,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000
26,65109,백승현,LG,0.000,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
26,67123,전준호,LG,0.000,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
26,69159,정우영,LG,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
1,54219,류현준,두산,0.667,2,3,3,0,2,1,0,0,3,1,0,0,0,0,0,0,0,1.000,0.667,1.667,1,1.000,0.500
2,54205,여동건,두산,0.400,9,11,10,2,4,0,0,0,4,0,0,0,1,0,0,2,0,0.400,0.455,0.855,1,0.000,0.000
3,54214,전다민,두산,0.333,25,34,27,10,9,2,0,0,11,1,0,0,7,0,0,8,0,0.407,0.471,0.878,0,0.300,0.333
4,54295,제러드,두산,0.326,38,169,144,29,47,16,1,10,95,39,0,1,21,0,3,35,0,0.660,0.420,1.080,13,0.306,0.000
7,52025,라모스,두산,0.305,80,348,311,43,95,19,3,10,150,48,1,6,27,1,3,60,5,0.482,0.360,0.842,27,0.257,0.000
8,74206,김재호,두산,0.302,57,154,126,20,38,5,0,1,46,11,7,1,19,0,1,23,4,0.365,0.395,0.760,11,0.440,0.250
9,66233,홍성호,두산,0.286,15,15,14,0,4,2,0,0,6,1,0,0,1,0,0,7,0,0.429,0.333,0.762,0,0.167,0.200
13,66112,김기연,두산,0.278,95,283,252,31,70,10,0,5,95,31,4,3,22,0,2,47,5,0.377,0.337,0.714,20,0.254,0.125
14,67207,이유찬,두산,0.277,103,262,231,39,64,11,0,3,84,23,7,1,22,0,1,51,9,0.364,0.341,0.705,15,0.254,0.333
15,66209,조수행,두산,0.265,130,382,328,60,87,5,2,0,96,30,14,4,33,1,3,53,2,0.293,0.334,0.627,22,0.233,0.250
16,53296,윤준호,두산,0.250,3,4,4,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0.250,0.250,0.500,0,0.000,0.000
16,50244,장규빈,두산,0.250,3,4,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.250,0.250,0.500,0,0.333,1.000
18,68205,전민재,두산,0.246,100,276,248,34,61,5,1,2,74,32,4,3,17,1,4,53,8,0.298,0.301,0.599,17,0.290,0.000
20,66928,박준영,두산,0.226,65,212,186,25,42,9,2,7,76,28,1,1,21,0,3,58,3,0.409,0.313,0.722,7,0.213,0.600
21,66203,서예일,두산,0.222,24,20,18,2,4,0,0,0,4,1,0,0,2,0,0,5,0,0.222,0.300,0.522,1,0.667,0.000
22,65269,김민혁,두산,0.200,5,8,5,1,1,0,0,1,4,2,0,0,3,0,0,3,0,0.800,0.500,1.300,0,0.000,0.000
22,64468,박계범,두산,0.200,24,20,15,5,3,1,0,0,4,0,0,0,5,0,0,7,2,0.267,0.400,0.667,0,0.000,0.000
22,64011,안승한,두산,0.200,4,5,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.200,0.200,0.400,0,0.000,0.500
22,63202,장승현,두산,0.200,9,23,20,1,4,2,0,0,6,0,1,0,2,0,0,5,0,0.300,0.273,0.573,1,0.000,0.000
26,63257,김인태,두산,0.174,10,26,23,3,4,0,0,1,7,2,0,1,2,0,0,7,1,0.304,0.231,0.535,0,0.167,0.000
27,69238,김대한,두산,0.133,61,89,75,10,10,1,0,1,14,7,2,2,8,0,2,26,1,0.187,0.230,0.417,1,0.150,0.000
28,50293,양찬열,두산,0.125,11,12,8,2,1,0,0,0,1,1,0,0,4,0,0,1,0,0.125,0.417,0.542,0,0.000,0.000
29,69207,김태근,두산,0.087,43,27,23,7,2,0,0,0,2,1,1,0,0,0,3,10,0,0.087,0.192,0.279,0,0.250,0.000
30,50203,권휘,두산,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
30,53204,박민준,두산,0.000,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0.000,0.000,0,0.000,0.000
30,50208,오명진,두산,0.000,2,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.000,0.500,0.500,0,0.000,0.000
30,54236,임종성,두산,0.000,1,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.000,0.250,0.250,0,0.000,0.000
1,73113,박경수,KT,0.667,5,3,3,2,2,1,0,0,3,1,0,0,0,0,0,1,0,1.000,0.667,1.667,0,1.000,0.500
2,52002,김병준,KT,0.357,35,16,14,9,5,0,0,0,5,1,0,0,2,0,0,2,0,0.357,0.438,0.795,1,0.250,0.000
3,64004,김민혁,KT,0.353,115,393,351,47,124,14,3,1,147,34,3,3,35,1,1,45,9,0.419,0.410,0.829,36,0.315,0.222
5,50066,강현우,KT,0.308,18,36,26,4,8,1,0,1,12,8,2,0,8,0,0,10,0,0.462,0.471,0.933,2,0.286,0.000
6,68089,조대현,KT,0.306,26,45,36,2,11,2,0,0,13,3,5,1,3,0,0,12,1,0.361,0.350,0.711,2,0.143,0.000
7,50054,천성호,KT,0.295,75,255,234,41,69,8,3,1,86,17,1,1,18,0,1,43,5,0.368,0.346,0.714,18,0.346,0.200
8,64504,오윤석,KT,0.293,73,201,174,33,51,12,2,6,85,27,3,2,18,0,4,41,7,0.489,0.369,0.858,14,0.174,0.500
10,62556,신본기,KT,0.279,84,152,122,18,34,3,0,3,46,19,9,2,16,0,3,28,3,0.377,0.371,0.748,5,0.233,0.500
11,79402,김상수,KT,0.276,113,420,369,60,102,18,4,4,140,45,7,1,37,0,6,59,12,0.379,0.351,0.730,22,0.286,0.250
14,64006,심우준,KT,0.266,53,192,169,22,45,4,0,3,58,28,5,0,17,0,1,29,3,0.343,0.337,0.680,12,0.412,1.000
16,64007,문상철,KT,0.256,125,403,347,50,89,11,0,17,151,58,1,3,45,2,7,86,8,0.435,0.351,0.786,23,0.270,0.250
17,67006,안치영,KT,0.250,31,48,44,12,11,0,0,0,11,3,2,0,2,0,0,12,0,0.250,0.283,0.533,2,0.182,0.000
18,64868,조용호,KT,0.248,60,165,149,17,37,5,0,0,42,13,3,0,13,0,0,25,5,0.282,0.309,0.591,8,0.286,0.250
19,75334,오재일,KT,0.243,105,343,296,33,72,18,1,11,125,45,0,9,36,0,2,88,7,0.422,0.321,0.743,15,0.299,0.296
20,62558,김준태,KT,0.240,23,30,25,6,6,2,0,0,8,3,0,0,5,0,0,6,0,0.320,0.367,0.687,0,0.333,0.000
21,53058,정준영,KT,0.226,43,74,62,9,14,2,0,0,16,3,3,0,8,0,1,16,1,0.258,0.324,0.582,3,0.143,0.000
22,51003,권동진,KT,0.222,9,10,9,3,2,0,0,0,2,0,0,0,1,0,0,2,0,0.222,0.300,0.522,1,0.333,0.000
22,67005,홍현빈,KT,0.222,28,22,18,5,4,0,1,0,6,2,1,0,3,0,0,7,0,0.333,0.333,0.666,0,1.000,0.000
24,69056,박민석,KT,0.214,20,14,14,6,3,0,0,0,3,0,0,0,0,0,0,7,0,0.214,0.214,0.428,0,0.250,0.000
24,64012,송민섭,KT,0.214,36,20,14,8,3,0,0,0,3,1,1,0,3,0,2,6,0,0.214,0.421,0.635,1,0.143,0.000
26,52001,안현민,KT,0.200,16,29,25,5,5,0,1,1,10,2,0,1,2,0,1,10,0,0.400,0.276,0.676,1,0.000,0.000
27,50092,윤준혁,KT,0.176,13,18,17,3,3,2,0,0,5,0,0,0,1,0,0,6,0,0.294,0.222,0.516,0,0.200,0.000
28,68504,이호연,KT,0.146,27,43,41,3,6,1,0,0,7,0,1,0,1,0,0,12,2,0.171,0.167,0.338,1,0.000,0.125
29,51005,김건형,KT,0.125,13,25,24,2,3,1,0,0,4,1,0,0,1,0,0,8,0,0.167,0.160,0.327,1,0.000,0.000
30,64115,장준원,KT,0.071,17,18,14,1,1,0,0,0,1,0,0,0,4,0,0,5,0,0.071,0.278,0.349,0,0.000,0.000
31,69064,강민성,KT,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
2,54812,정준재,SSG,0.307,88,240,215,40,66,8,5,1,87,23,3,0,19,0,3,49,3,0.405,0.371,0.776,16,0.351,0.385
5,51817,추신수,SSG,0.281,78,302,253,40,71,14,1,5,102,37,2,6,37,0,4,68,2,0.403,0.373,0.776,20,0.286,0.125
6,79456,이지영,SSG,0.279,123,432,398,45,111,11,1,5,139,50,7,2,18,0,7,35,10,0.349,0.320,0.669,30,0.269,0.182
7,54805,박지환,SSG,0.276,76,249,228,33,63,9,2,4,88,21,3,3,12,0,3,61,3,0.386,0.317,0.703,17,0.246,0.182
9,60558,오태곤,SSG,0.275,117,288,247,43,68,16,0,9,111,36,6,3,31,2,1,73,4,0.449,0.355,0.804,12,0.291,0.167
10,51868,고명준,SSG,0.250,106,366,340,33,85,13,0,11,131,45,0,0,25,0,1,90,4,0.385,0.303,0.688,14,0.313,0.000
11,69813,하재훈,SSG,0.248,107,317,290,40,72,19,0,10,121,36,2,5,18,0,2,90,5,0.417,0.292,0.709,18,0.177,0.000
12,51865,조형우,SSG,0.242,19,38,33,4,8,0,0,0,8,4,0,0,1,0,4,6,0,0.242,0.342,0.584,2,0.364,0.000
13,54815,정현승,SSG,0.241,23,31,29,1,7,0,0,1,10,4,0,0,2,0,0,6,0,0.345,0.290,0.635,1,0.333,0.333
14,68868,최준우,SSG,0.240,18,34,25,2,6,2,0,0,8,5,0,0,9,0,0,8,0,0.320,0.441,0.761,1,0.250,0.000
