season,team,avg3yr_pythagorean_win_rate,trend_pythagorean_win_rate,avg3yr_run_differential,trend_run_differential,avg3yr_team_era,trend_team_era,avg3yr_top5_pitcher_era_avg,trend_top5_pitcher_era_avg,avg3yr_k_bb_ratio,trend_k_bb_ratio,avg3yr_top5_hitter_ops_avg,trend_top5_hitter_ops_avg,avg3yr_ace_era,trend_ace_era,avg3yr_iso,trend_iso,avg3yr_ops_concentration,trend_ops_concentration,avg3yr_bb_rate,trend_bb_rate
2025,KIA,0.5484473083787482,0.005931274432612432,72.0,23.0,4.243333333333333,0.27000000000000046,3.676,0.08000000000000096,1.935258587136036,0.34960986328767474,0.8161333333333333,0.07899999999999996,2.6533333333333338,-0.43000000000000016,0.13266666666666663,0.04400000000000011,1.0118340610699488,0.007682886064708461,0.09174350939255911,0.0018443357660165999
2025,KT,0.5258339865703373,-0.06693504742902073,29.333333333333332,-93.0,4.1866666666666665,1.1700000000000004,3.92,1.3439999999999999,2.606025716003908,0.1798763657431448,0.7748666666666667,0.04379999999999995,2.6733333333333333,0.9199999999999999,0.12166666666666659,0.032,1.0015747609351335,0.035233222174137824,0.09539537604729441,0.007102478461045503
2025,LG,0.6058931258266872,-0.06061039968238824,143.66666666666666,-77.0,3.876666666666667,0.96,3.8319999999999994,0.4939999999999998,2.1070721209258028,0.05555191942680926,0.8078,0.027000000000000135,2.2100000000000004,0.79,0.1243333333333333,0.01600000000000011,1.0363240212451863,0.06192897614846449,0.09971592327307914,0.00508374650528319
2025,NC,0.5110174616917108,-0.06551371463777683,12.666666666666666,-90.0,4.243333333333333,1.17,3.8526666666666665,0.7799999999999994,2.1302780870532736,-0.12663957445402585,0.8174666666666667,0.04479999999999995,2.19,0.4900000000000002,0.1296666666666666,0.03699999999999999,1.0041657431869724,-0.06125241507213586,0.08891832265056909,0.0011674196317242036
2025,SSG,0.5020909246639936,-0.007419447076845276,0.0,-18.0,4.496666666666667,0.8799999999999999,4.053333333333334,0.5300000000000002,1.9089468999367314,0.30532212885154064,0.8157333333333335,0.06540000000000012,2.3866666666666667,0.31000000000000005,0.1393333333333333,0.017999999999999905,1.0337784541817623,0.0008992347385550215,0.08907387978632784,-0.006823252321844608
2025,두산,0.4872643399339554,0.030672373080046722,-15.666666666666666,46.0,4.396666666666667,0.9000000000000004,4.072,1.1900000000000004,1.8778661664889211,-0.17067403654230007,0.7699999999999999,0.06319999999999981,2.5566666666666666,-0.41000000000000014,0.12533333333333327,0.029999999999999916,1.0206881940090329,-0.10534086681547594,0.08754885947761892,-0.001399422174069992
2025,롯데,0.47362041404994154,0.012236031891843024,-34.333333333333336,18.0,4.55,0.8999999999999995,4.2540000000000004,0.4240000000000004,2.203597988660345,0.15124570508489166,0.7984,0.12200000000000011,2.64,1.0900000000000003,0.11933333333333325,0.048000000000000084,1.0183282028351102,-0.03389828693446195,0.08488083554357473,-0.007940850510910688
2025,삼성,0.48117227634819487,0.10135426488108917,-24.333333333333332,143.0,4.523333333333333,0.08000000000000007,4.051333333333333,0.6340000000000003,2.0077960302214266,0.11700733752620529,0.8068666666666666,0.09000000000000008,2.8200000000000003,0.8900000000000001,0.1269999999999999,0.05399999999999999,1.005351443573559,0.10424018329293105,0.08648242933656701,0.0059466034189007005
2025,키움,0.4491107531633853,-0.006137657078580883,-72.0,-21.0,4.456666666666667,0.7400000000000002,4.052666666666666,0.6559999999999997,1.9075379595870967,0.044848035581912526,0.7872,0.08000000000000007,2.5866666666666664,0.9699999999999998,0.10666666666666658,0.023999999999999994,1.0113296348415397,0.00281703406703393,0.08814383631956406,0.002274728010041707
2025,한화,0.41800986268868384,0.0558345865614992,-111.33333333333333,69.0,4.7299999999999995,0.6000000000000005,4.474666666666667,1.0019999999999993,1.943740331602708,0.20941979161157276,0.7595999999999999,0.06740000000000002,3.143333333333333,-0.5800000000000001,0.1146666666666666,0.0190000000000001,1.044086916809732,-0.06270292648540687,0.09272026920767935,-0.0021105700639460073
